,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type
66,C070,RL,63.0,4000,3,Lvl,3,Inside,2,Crawfor,Norm,1Fam,2Story,7,8,1930,1995,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,3,1,6,246.0,1,0.0,285.0,531.0,2,4,567,531,0,1098,1.0,0.0,1,0,2,1,2,7,4,Detchd,1,216.0,3,3,2,0,0,0,0,0,0,3,0,6,2007,WD 
67,C160,RM,32.0,3363,3,Lvl,3,Inside,2,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,3,2,PConc,4,3,1,1,0.0,1,0.0,976.0,976.0,4,4,976,732,0,1708,0.0,0.0,2,0,3,1,3,3,0,Detchd,1,380.0,3,3,2,0,40,0,0,0,0,0,0,4,2006,WD 
68,C020,RL,94.0,13615,2,HLS,3,Corner,1,NridgHt,Norm,1Fam,1Story,9,5,2006,2006,Hip,MetalSd,MetalSd,Stone,510.0,4,2,PConc,5,3,4,1,0.0,1,0.0,1802.0,1802.0,4,4,1802,0,0,1802,0.0,0.0,2,1,3,1,4,7,4,Attchd,3,843.0,3,3,2,158,105,0,0,0,0,0,0,6,2007,WD 
69,C120,RL,43.0,3013,3,Lvl,3,Inside,2,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,145.0,3,2,PConc,4,3,4,6,16.0,1,0.0,1346.0,1362.0,4,4,1506,0,0,1506,0.0,0.0,2,0,2,1,3,7,4,Attchd,3,440.0,3,3,2,142,20,0,0,0,0,0,0,4,2006,WD 
70,C020,RL,44.0,17485,1,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,Stone,96.0,3,2,PConc,4,3,4,6,1346.0,1,0.0,162.0,1508.0,4,4,1508,0,0,1508,1.0,0.0,1,0,1,1,3,7,3,Attchd,2,572.0,3,3,2,0,0,0,0,0,0,0,0,1,2010,Con
71,C020,RL,69.0,23730,1,Lvl,3,Inside,2,Mitchel,Norm,1Fam,1Story,7,5,1996,1997,Gable,MetalSd,MetalSd,BrkFace,668.0,3,2,PConc,5,3,2,6,700.0,1,0.0,1140.0,1840.0,4,4,2032,0,0,2032,1.0,0.0,3,0,3,1,3,7,0,Attchd,3,786.0,3,3,2,0,46,192,0,0,0,0,0,9,2008,WD 
72,C020,RL,79.0,8910,3,Lvl,3,Corner,2,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,2,5,655.0,1,0.0,0.0,655.0,4,4,1194,0,0,1194,0.0,1.0,1,0,3,1,2,7,2,BuiltIn,3,539.0,3,3,2,0,0,192,0,0,0,0,0,7,2006,WD 
73,C160,RM,24.0,2522,3,Lvl,3,Inside,2,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50.0,3,2,PConc,4,3,1,1,0.0,1,0.0,970.0,970.0,4,4,970,739,0,1709,0.0,0.0,2,0,3,1,3,3,0,Detchd,1,380.0,3,3,2,0,40,0,0,0,0,0,0,4,2006,WD 
74,C020,RL,73.0,8688,3,Lvl,3,Inside,2,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1616.0,1616.0,4,4,1616,0,0,1616,0.0,0.0,2,0,3,1,3,7,0,Attchd,2,834.0,3,3,2,208,59,0,0,0,0,0,0,4,2006,WD 
75,C030,RM,69.0,6291,2,Lvl,3,Inside,2,IDOTRR,RRNe,1Fam,1Story,6,6,1930,1950,Gable,Stucco,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,768.0,768.0,2,4,768,0,0,768,0.0,0.0,1,0,1,1,2,7,0,Detchd,1,440.0,3,3,0,0,0,84,0,0,0,0,0,7,2008,WD 
76,C030,RL,69.0,17529,3,Lvl,3,Inside,2,Sawyer,Norm,1Fam,1Story,5,5,1924,1950,Gable,BrkFace,Wd Sdng,Stone,65.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,872.0,872.0,1,2,872,0,0,872,0.0,0.0,1,0,2,1,1,4,4,Detchd,1,322.0,2,2,0,0,0,116,0,0,0,0,0,4,2006,WD 
77,C030,RM,60.0,6324,2,Lvl,3,Inside,2,BrkSide,Feedr,1Fam,1Story,4,6,1927,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,520.0,520.0,1,4,520,0,0,520,0.0,0.0,1,0,1,1,1,7,0,Detchd,1,240.0,2,3,2,49,0,87,0,0,0,0,0,5,2008,WD 
78,C090,RL,80.0,11600,3,Lvl,3,Corner,2,NAmes,Feedr,Duplex,2Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkFace,361.0,2,2,CBlock,3,3,1,3,443.0,1,0.0,662.0,1105.0,2,3,1105,1169,0,2274,0.0,0.0,2,0,5,2,2,7,0,Detchd,1,480.0,3,3,2,0,0,0,0,0,0,0,0,1,2010,WD 
79,C050,RM,50.0,7288,3,Lvl,3,Inside,2,IDOTRR,Artery,1Fam,1.5Fin,5,7,1925,2003,Gable,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,1,1,1,0.0,1,0.0,936.0,936.0,4,4,936,665,0,1601,0.0,0.0,2,0,3,1,2,7,0,NA,0,0.0,0,0,0,0,0,0,176,0,0,0,0,9,2007,WD 
80,C070,RM,35.0,4571,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,2Story,5,7,1910,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,4,168.0,1,0.0,448.0,616.0,4,4,616,616,0,1232,0.0,0.0,1,0,3,1,2,7,0,Detchd,1,480.0,2,2,2,280,0,143,0,0,0,0,0,6,2007,WD 
81,C020,RL,63.0,17423,2,Lvl,3,CulDSac,2,StoneBr,Norm,1Fam,1Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,748.0,4,2,PConc,5,3,1,6,1904.0,1,0.0,312.0,2216.0,4,4,2234,0,0,2234,1.0,0.0,2,0,1,1,4,7,4,Attchd,3,1166.0,3,3,2,0,60,0,0,0,0,0,0,7,2009,New
82,C050,RM,100.0,12665,2,Lvl,3,Inside,2,OldTown,Artery,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,2,1,0.0,1,0.0,876.0,876.0,3,4,876,540,0,1416,0.0,0.0,1,1,4,1,2,7,4,Detchd,1,720.0,3,3,2,418,0,194,0,0,0,0,0,6,2008,WD 
83,C020,RL,60.0,9000,3,Lvl,3,FR2,2,NAmes,Norm,1Fam,1Story,4,7,1971,2006,Gable,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,5,240.0,1,0.0,624.0,864.0,3,4,864,0,0,864,0.0,0.0,1,0,3,1,2,7,0,Detchd,1,576.0,3,3,2,200,0,0,0,0,0,2,0,7,2009,WD 
84,C120,RM,32.0,4500,3,Lvl,3,FR2,2,Mitchel,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,VinylSd,VinylSd,BrkFace,197.0,2,2,PConc,5,3,1,6,864.0,1,0.0,325.0,1189.0,4,4,1189,0,0,1189,1.0,0.0,2,0,2,1,2,7,0,Attchd,2,392.0,3,3,2,0,122,0,0,0,0,0,0,4,2008,WD 
85,C120,RL,48.0,6373,3,Lvl,3,Inside,2,NridgHt,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,MetalSd,MetalSd,BrkFace,572.0,4,2,PConc,5,4,1,6,415.0,1,0.0,1251.0,1666.0,4,4,1666,0,0,1666,1.0,0.0,2,0,2,1,3,7,4,Attchd,2,575.0,3,3,2,228,75,0,0,0,0,0,0,6,2006,New
86,C020,RL,67.0,10083,3,Lvl,3,Inside,2,SawyerW,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,833.0,1,0.0,343.0,1176.0,4,4,1200,0,0,1200,1.0,0.0,2,0,2,1,3,7,0,Attchd,2,555.0,3,3,2,0,41,0,0,0,0,0,0,8,2009,WD 
87,C020,RL,70.0,13300,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,7,1956,2000,Hip,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,3,1,3,377.0,1,0.0,551.0,928.0,2,4,928,0,0,928,0.0,0.0,1,0,2,1,2,7,0,Attchd,1,252.0,3,3,2,261,0,156,0,0,0,0,0,6,2007,WD 
88,C020,RL,80.0,9600,3,Lvl,3,Inside,2,NWAmes,Feedr,1Fam,1Story,5,5,1969,1969,Gable,HdBoard,HdBoard,BrkFace,128.0,2,2,CBlock,4,3,2,5,553.0,3,147.0,588.0,1288.0,2,4,1336,0,0,1336,0.0,1.0,2,0,3,1,2,7,2,Attchd,2,502.0,3,3,2,312,11,0,0,0,0,0,650,8,2009,WD 
89,C160,FV,30.0,3215,3,Lvl,3,Inside,2,Somerst,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,MetalSd,BrkFace,120.0,3,2,PConc,4,3,3,6,280.0,1,0.0,320.0,600.0,4,4,600,600,0,1200,0.0,0.0,2,1,2,1,3,7,0,Detchd,2,480.0,3,3,2,0,172,0,0,0,0,0,0,4,2010,ConLD
90,C080,RL,69.0,11104,2,Lvl,3,Inside,2,NWAmes,Norm,1Fam,SLvl,6,6,1969,1969,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,3,6,828.0,1,0.0,599.0,1427.0,3,4,1427,0,0,1427,0.0,1.0,2,0,4,1,2,7,0,Attchd,2,516.0,3,3,2,0,0,0,0,216,0,0,0,5,2008,WD 
91,C060,RL,69.0,15295,0,Lvl,3,Corner,2,CollgCr,Norm,1Fam,2Story,7,5,1996,2002,Gable,VinylSd,VinylSd,BrkFace,254.0,3,2,PConc,4,3,2,6,762.0,1,0.0,98.0,860.0,4,4,1212,780,0,1992,1.0,0.0,2,1,3,1,3,5,3,Attchd,2,608.0,3,3,2,225,32,0,0,0,0,0,0,6,2007,WD 
92,C060,RL,70.0,9109,3,Lvl,3,Inside,2,SawyerW,RRAe,1Fam,2Story,7,5,1994,1994,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,2,36.0,6,596.0,122.0,754.0,4,4,754,786,0,1540,1.0,0.0,2,1,3,1,3,7,0,Attchd,2,495.0,3,3,2,140,32,0,0,0,0,0,0,10,2009,WD 
93,C090,RL,64.0,7018,3,Bnk,3,Inside,2,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,2,4,1535,0,0,1535,0.0,0.0,2,0,4,2,2,7,0,Attchd,1,400.0,3,3,2,0,0,0,0,0,0,4,0,6,2009,WD 
94,C080,RL,69.0,14112,2,Lvl,3,Corner,2,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,2,2,PConc,3,3,3,6,1014.0,1,0.0,138.0,1152.0,2,4,1152,0,0,1152,1.0,0.0,1,0,3,1,2,7,4,Attchd,2,484.0,3,3,2,227,0,0,0,0,0,0,0,4,2010,WD 
95,C120,FV,80.0,3523,2,Lvl,3,Inside,2,Somerst,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,30.0,3,2,PConc,4,3,1,6,60.0,1,0.0,1081.0,1141.0,4,4,1151,0,0,1151,1.0,0.0,2,0,2,1,3,7,0,Attchd,3,484.0,3,3,2,0,60,0,0,0,0,0,0,2,2007,New
96,C080,RL,88.0,15312,3,Lvl,3,Inside,2,Sawyer,Norm,1Fam,SLvl,6,5,1960,1960,Hip,Wd Sdng,Wd Sdng,BrkFace,54.0,2,2,CBlock,3,3,3,4,588.0,1,0.0,550.0,1138.0,4,4,1138,0,0,1138,0.0,1.0,1,0,3,1,2,7,3,Attchd,2,480.0,3,3,2,0,0,0,0,140,0,3,0,3,2009,COD
97,C020,RL,74.0,7450,2,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,438.0,2,206.0,250.0,894.0,3,4,1074,0,0,1074,0.0,0.0,1,0,2,1,3,6,4,Detchd,1,396.0,3,3,2,0,72,0,0,0,0,2,0,1,2007,WD 
98,C120,RL,60.0,7313,3,Lvl,3,Inside,2,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,246.0,4,2,PConc,5,3,1,6,1153.0,1,0.0,408.0,1561.0,4,4,1561,0,0,1561,1.0,0.0,2,0,2,1,4,7,4,Attchd,3,556.0,3,3,2,203,47,0,0,0,0,0,0,8,2007,WD 
99,C060,RL,83.0,10019,2,Lvl,3,Inside,2,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Hip,VinylSd,VinylSd,BrkFace,397.0,3,2,PConc,4,3,1,5,527.0,1,0.0,815.0,1342.0,4,4,1358,1368,0,2726,0.0,0.0,2,1,4,1,3,7,5,Attchd,2,725.0,3,3,2,307,169,168,0,0,0,0,0,6,2006,WD 
100,C020,RL,53.0,15401,2,HLS,3,CulDSac,2,StoneBr,Norm,1Fam,1Story,9,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,296.0,4,2,PConc,5,3,4,6,1337.0,1,0.0,547.0,1884.0,4,4,1884,0,0,1884,1.0,0.0,2,0,2,1,4,7,4,Attchd,3,670.0,3,3,2,214,76,0,0,0,0,0,0,9,2008,WD 
101,C030,RL,58.0,9098,2,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,4,7,1920,2002,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,2,5,348.0,1,0.0,180.0,528.0,4,4,605,0,0,605,1.0,0.0,1,0,2,1,2,7,0,NA,0,0.0,0,0,0,0,0,144,0,0,0,0,0,7,2007,WD 
102,C020,RL,103.0,16280,3,Lvl,3,Inside,2,Veenker,Norm,1Fam,1Story,8,9,1976,2007,Gable,VinylSd,VinylSd,None,0.0,4,4,CBlock,4,5,2,6,1044.0,3,382.0,0.0,1426.0,4,4,1671,0,0,1671,1.0,0.0,3,0,3,1,4,7,4,Attchd,2,550.0,3,3,2,280,90,0,0,0,0,2,0,5,2008,WD 
103,C030,C (all),72.0,9392,3,Lvl,3,Corner,2,IDOTRR,Norm,1Fam,1Story,3,3,1900,1950,Mansard,AsbShng,AsbShng,None,0.0,2,1,CBlock,2,3,1,1,0.0,1,0.0,245.0,245.0,2,4,797,0,0,797,0.0,0.0,1,0,2,1,2,7,0,NA,0,0.0,0,0,0,0,36,94,0,0,0,0,0,9,2009,WD 
104,C060,RL,71.0,12209,2,Lvl,3,CulDSac,2,Mitchel,Norm,1Fam,2Story,6,5,2001,2002,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,5,3,1,5,690.0,1,0.0,114.0,804.0,4,4,804,1157,0,1961,1.0,0.0,2,1,3,1,3,7,3,BuiltIn,3,560.0,3,3,2,125,192,0,0,0,0,0,0,6,2009,WD 
105,C190,RL,79.0,13110,2,Lvl,3,Corner,2,NWAmes,RRAn,2fmCon,1Story,5,6,1972,1972,Gable,Plywood,Plywood,BrkFace,144.0,2,2,CBlock,4,3,1,6,962.0,1,0.0,191.0,1153.0,4,4,1193,0,0,1193,1.0,0.0,2,0,2,1,2,7,0,Attchd,3,501.0,3,3,2,140,153,0,0,0,0,3,0,7,2006,WD 
106,C160,FV,69.0,2651,3,Lvl,3,FR2,2,Somerst,Norm,Twnhs,2Story,7,5,2000,2000,Gable,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,6,641.0,1,0.0,32.0,673.0,4,4,673,709,0,1382,1.0,0.0,2,1,3,1,3,7,0,Detchd,1,490.0,3,3,2,153,50,0,0,0,0,0,0,4,2006,WD 
107,C050,RM,60.0,8520,3,Lvl,3,Inside,2,OldTown,Artery,1Fam,1.5Fin,6,7,1916,1950,Gable,Stucco,Stucco,None,0.0,2,3,BrkTil,3,3,1,3,168.0,2,546.0,0.0,714.0,2,4,1664,862,0,2526,0.0,0.0,2,0,5,1,3,7,4,Detchd,1,216.0,3,3,2,88,15,0,0,0,0,2,0,8,2007,CWD
108,C020,RL,69.0,39384,2,Low,3,CulDSac,0,NAmes,Norm,1Fam,1Story,6,6,1957,1957,Gable,Wd Sdng,Wd Sdng,Stone,902.0,2,2,CBlock,4,3,4,5,1110.0,1,0.0,595.0,1705.0,4,4,1390,0,0,1390,1.0,0.0,1,1,1,1,4,6,4,Attchd,1,550.0,3,3,2,0,189,0,0,0,0,0,0,10,2006,WD 
109,C160,RL,36.0,2628,3,Lvl,3,Inside,2,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,106.0,3,2,PConc,4,3,1,1,0.0,1,0.0,764.0,764.0,4,4,764,862,0,1626,0.0,0.0,2,1,2,1,3,7,0,BuiltIn,2,474.0,3,3,2,0,27,0,0,0,0,0,0,6,2010,WD 
110,C070,RM,57.0,6406,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,2Story,5,6,1939,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,5,421.0,1,0.0,269.0,690.0,2,3,868,690,0,1558,0.0,0.0,1,1,3,1,2,7,4,Detchd,1,400.0,3,3,2,0,36,0,0,182,0,3,0,10,2009,WD 
111,C020,RL,69.0,12342,2,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,5,1960,1978,Hip,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,978.0,978.0,2,4,1422,0,0,1422,0.0,0.0,1,0,3,1,2,6,3,Attchd,2,286.0,3,3,2,0,0,36,0,0,0,2,600,8,2007,WD 
112,C050,RM,52.0,6240,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,1078.0,1078.0,2,4,1128,445,0,1573,0.0,0.0,2,0,3,1,2,7,4,Detchd,1,360.0,3,3,1,0,0,0,0,0,0,0,0,6,2008,WD 
113,C020,RL,87.0,10000,2,Lvl,3,Corner,2,NAmes,Norm,1Fam,1Story,6,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,261.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1116.0,1116.0,2,4,1116,0,0,1116,0.0,0.0,1,1,3,1,2,7,0,Attchd,1,440.0,3,3,2,0,0,0,0,385,0,0,0,2,2010,WD 
114,C020,RL,69.0,9000,3,Lvl,3,Corner,2,Sawyer,Norm,1Fam,1Story,2,2,1947,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,660,0,0,660,0.0,0.0,1,0,2,1,1,5,0,NA,0,0.0,0,0,0,0,0,100,0,0,0,0,0,6,2009,WD 
115,C020,RL,80.0,11088,3,Lvl,3,Inside,2,NWAmes,Norm,1Fam,1Story,6,5,1978,1998,Gable,HdBoard,HdBoard,BrkFace,144.0,2,2,PConc,3,3,1,5,832.0,1,0.0,308.0,1140.0,3,4,1707,0,0,1707,0.0,0.0,2,0,3,1,2,7,3,Attchd,3,479.0,3,3,2,0,0,0,0,0,0,0,0,5,2009,WD 
116,C020,RL,134.0,17755,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,Plywood,BrkFace,132.0,2,2,CBlock,3,3,1,4,176.0,1,0.0,1290.0,1466.0,2,4,1466,0,0,1466,0.0,0.0,1,1,3,1,1,7,4,Attchd,3,528.0,3,3,2,0,140,0,0,100,0,0,0,11,2006,WD 
117,C120,FV,69.0,4765,2,Lvl,3,Inside,2,Somerst,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,MetalSd,MetalSd,BrkFace,260.0,3,2,PConc,4,3,3,6,1027.0,1,0.0,587.0,1614.0,4,4,1638,0,0,1638,1.0,0.0,2,0,2,1,4,7,3,Attchd,3,495.0,3,3,2,230,68,0,0,0,0,0,0,7,2008,WD 
118,C190,RL,69.0,10532,3,Lvl,3,Corner,2,ClearCr,Norm,1Fam,1Story,5,3,1960,1960,Flat,Plywood,Plywood,Stone,275.0,2,2,CBlock,3,3,2,3,988.0,1,0.0,0.0,988.0,3,4,1721,0,0,1721,1.0,0.0,2,0,3,1,2,4,3,Basment,1,626.0,3,3,2,50,84,0,0,0,0,0,0,12,2008,WD 
119,C060,RL,65.0,15426,2,Lvl,3,Inside,2,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,821.0,1,0.0,107.0,928.0,4,4,928,836,0,1764,1.0,0.0,2,1,3,1,3,7,0,Attchd,2,470.0,3,3,2,276,99,0,0,0,0,3,0,8,2009,WD 
120,C030,RL,63.0,13907,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,5,6,1940,1969,Gable,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,1,4,290.0,1,0.0,706.0,996.0,4,4,996,0,0,996,1.0,0.0,1,0,3,1,2,7,4,NA,0,0.0,0,0,2,144,0,0,0,0,0,0,0,7,2008,WD 
121,C020,RL,70.0,8750,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,3,435.0,4,202.0,565.0,1202.0,2,4,1202,0,0,1202,0.0,1.0,1,0,3,1,2,7,0,Attchd,2,304.0,3,3,2,0,35,120,0,0,0,2,0,11,2009,COD
122,C020,RL,69.0,9945,2,Lvl,3,Inside,2,Sawyer,Norm,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,Wd Sdng,BrkFace,57.0,2,2,CBlock,3,3,1,3,827.0,1,0.0,161.0,988.0,2,4,988,0,0,988,1.0,0.0,1,0,3,1,2,7,0,Detchd,1,572.0,3,3,2,0,0,0,0,0,0,0,0,10,2007,WD 
123,C030,RM,56.0,8960,3,Lvl,3,Inside,2,OldTown,Artery,1Fam,1Story,5,6,1927,1950,Gable,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1008.0,1008.0,3,3,1028,0,0,1028,0.0,0.0,1,0,2,1,2,7,4,Detchd,1,360.0,3,3,2,0,0,130,0,0,0,0,0,3,2010,WD 
124,C050,RM,50.0,3500,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,AsbShng,AsbShng,None,0.0,2,2,CBlock,3,3,1,2,312.0,1,0.0,408.0,720.0,2,4,720,564,0,1284,0.0,0.0,1,1,2,1,2,7,0,Detchd,1,240.0,3,3,2,0,35,0,0,0,0,1,0,4,2009,WD 
125,C060,RL,69.0,24572,2,Lvl,3,CulDSac,2,Veenker,Norm,1Fam,2Story,9,3,1977,1977,Mansard,Wd Sdng,Wd Sdng,BrkFace,1050.0,3,3,CBlock,4,3,1,6,410.0,1,0.0,584.0,994.0,2,4,1599,1345,0,2944,0.0,0.0,2,2,3,1,3,7,4,Attchd,2,864.0,3,3,2,140,70,16,0,0,0,0,0,6,2008,WD 
126,C060,RL,74.0,9056,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,3,1,0.0,1,0.0,707.0,707.0,4,4,707,707,0,1414,0.0,0.0,2,1,3,1,3,7,4,Attchd,3,403.0,3,3,2,100,35,0,0,0,0,0,0,10,2006,WD 
127,C070,RL,70.0,12320,2,HLS,3,Inside,2,Crawfor,Norm,1Fam,2Story,7,7,1932,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,637.0,637.0,4,4,959,650,0,1609,0.0,0.0,1,1,3,1,3,7,4,2Types,1,579.0,3,3,2,0,0,0,0,104,0,2,0,5,2006,WD 
128,C060,RL,60.0,8238,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,3,3,1,6,700.0,1,0.0,113.0,813.0,4,4,813,712,0,1525,1.0,0.0,2,1,3,1,2,7,3,Attchd,3,400.0,3,3,2,421,72,0,0,0,0,0,0,5,2006,WD 
129,C080,RM,75.0,6000,3,Lvl,3,Inside,2,IDOTRR,Norm,1Fam,SLvl,5,5,1967,1967,Hip,HdBoard,Plywood,None,0.0,1,2,CBlock,4,3,2,3,257.0,1,0.0,367.0,624.0,4,4,1092,564,0,1656,0.0,0.0,1,1,3,1,2,4,1,Attchd,1,288.0,3,3,2,0,180,0,0,100,0,3,0,7,2008,WD 
130,C120,RL,24.0,2529,3,Lvl,3,Inside,2,NPkVill,Norm,Twnhs,1Story,7,6,1977,1977,Gable,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,378.0,1,0.0,677.0,1055.0,1,4,1055,0,0,1055,0.0,0.0,2,0,2,1,2,7,0,Attchd,1,440.0,3,3,2,0,38,0,0,0,0,0,0,9,2008,WD 
131,C060,RL,60.0,10800,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,2Story,5,7,1939,2006,Gable,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,3,1,1,0.0,1,0.0,676.0,676.0,4,4,676,676,0,1352,0.0,1.0,2,0,4,1,3,7,0,Detchd,1,720.0,3,3,2,187,0,128,0,0,0,0,0,8,2009,WD 
132,C160,RL,24.0,2349,3,Lvl,3,Inside,2,NPkVill,Norm,Twnhs,2Story,6,5,1977,1977,Gable,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,389.0,1,0.0,466.0,855.0,2,4,855,601,0,1456,0.0,0.0,2,1,3,1,2,7,3,Attchd,1,440.0,3,3,2,0,28,0,0,0,0,0,0,5,2009,WD 
133,C120,RL,32.0,10846,2,Lvl,3,CulDSac,2,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,BrkFace,BrkFace,None,0.0,3,2,PConc,4,3,4,6,1619.0,1,0.0,100.0,1719.0,4,4,1719,0,0,1719,2.0,0.0,1,1,1,1,3,7,4,Attchd,3,473.0,3,3,2,122,30,0,0,0,0,0,0,5,2008,Con
